app_name,review_text,rating,sentiment_label
Amazon,"Their payment process is difficult and rough. Their trash system can't even detect the card when scanned. Orders constantly canceled. A real nuisance. I don't know why they're always so difficult. However their delivery service is the best I've ever seen. Extremely punctual. Sometimes even arriving before estimated arrival time. Also items always in tact. I have never experienced an issue with their delivery, but their payment process is the complete opposite!",1,Negative
Amazon,"The Amazon app used to be simple and effective. Now it's cluttered with unnecessary AI features and basic functions are harder to access. I can’t even reliably view product reviews anymore, which defeats the entire purpose of shopping on Amazon. Reviews are the most important part of deciding what to buy. If Amazon is going to bury or break that feature, the app becomes useless. Long-time Prime member here, but this experience is pushing me toward canceling.",1,Negative
Amazon,"This update in March 2026 is horrible I can't see the prices of things. The layout is SOOOO CONFUSING AND UGLY. If it stays like this I don't see myself buying from Amazon as much as i used to anymore. Because, this is time consuming and annoying I can go to a store and be back before I search, find, add, and finish my transaction. ALSOOOO, the app crashes a lot trying to check out",1,Negative
Amazon,went to cancel my order because I found an item cheaper elsewhere. they sent email saying they couldn't cancel my order. 1 min later I got email my items shipped. there's you a life hack to get Amazon to ship your stuff faster I guess. my order was 26 dollars. so in punishment I'll pause my prime membership for 2 months. I will get my money back one way or another. as my stuff is non returnable. and 2 months I won't buy anything else as well. they just didn't want to cancel it.,1,Negative
Amazon,"App required me to scan my card on the back of my phone and it took too long cuz I had to remove my case (military grade, metal, with 6 screws holding it together). App said order on hold and to update payment. LIES. Order canceled, which I found out after calling Amazon. It wouldn't be a big deal if I could add the canceled items to my cart from my history but nope, can't do that. Have to waste even more time searching for all the items in my order one by one. FIX YOUR APP AMAZON!",1,Negative
Amazon,"The wish list feature has been obliterated with the last update. I used to be able to look at my lists all lined up in a vertical scrollable ALPHABETICAL list (by list title) Now, I have an ever changing order of the lists, only showing 3 titles at a time, that I have to scroll left to right to try to find a list. Because they are no longer alphabetical, and change order every time I try to look thru them, I can't find anything. CORRECT THIS or I am leaving Amazon.",1,Negative
Amazon,"it was great, but for some reason they changed the wishlist interface again. and it sucks. the old way was super organize and nice and easy to go through all your different list to find things. now it's all just combined together including friends and families that you follow. I'll be doing most of my shopping elsewhere until it's fixed. we should have the option of which interface we want to use and not be forced into one style.",1,Negative
Amazon,"the newest version of this app seems to have a glitch. if I click on a product, it doesn't take me to the full product page. It's like it gets stuck. and if I try taping on the product description, it reverts to the original page. I can still place orders. I just can't look at anything beyond the multi search pages or look at different colors of the same products. I stopped my prime account just in time for the worst app downgrade ever.",1,Negative
Amazon,"lately the app is glitching... reinstalled and updated and still issues; spoken with customer service about this many times; they never fixed it. Frustrating when trying to shop online; freezes. I do not have issues with my other shopping apps. when I attempted to make a return; The ""ai"" return freezes doesn't have options to complete the return. App worked swimmingly for years.. I don't know what changed.",1,Negative
Amazon,"I am REQUIRED to use the app in order to pickup packages from the closest (by far) locker to me because it doesn't come with a screen and doesn't use a code. The app thinks that my location services are not turned on when they are. I have done extensive troubleshooting with in-app customer service, phone customer service, and the warehouse that services the lockers nearby me for this issue multiple times. I've wasted HOURS right in front of the locker, on more than one occasion.",1,Negative
Amazon,"Thought I'd update this 1 star review with a warning for other users of this app. If you aren't using Amazon, then don't click on the save more on this item AT ALL. I had clicked it, viewed the terms of the savings, realized that means I needed a membership, then removed the item from my cart completely. I didn't buy anything at all (and haven't for over a year) and yet they still charged me for a membership. I didn't proceed to buy anything so why take my money without my permission?!?!",1,Negative
Amazon,"Bugs in app, bit can't find where to report them. The first one is when you are on a product page and you scroll down, it makes the ""Add to Cart"" button pop up from the bottom. However, it says ""Add to Cc"" instead. The other issue is whenever I try to look at review pictures or videos, it lags and is studdering so bad that it doesn't even register when I swipe sometimes. I'm using an S25 Ultra. No reason a shopping app review should lag.",1,Negative
Amazon,"The app is fine, but like others have stated, one-day deliveries take multiple days. It's happening more often. Something I ordered recently was a next-day delivery but kept getting delayed, and I had to eventually cancel. A phone case I ordered yesterday was supposed to come today, March 7th, but is now showing March 10th. I have had multiple items come late. What is going on with your logistics? One-day shipping is the main reason I pay for a Prime membership.",1,Negative
Amazon,"I've used this app for a while and suddenly today it is awful. half the listing for every search dont have pricing on the search list, and most of the ones that do have it so tiny its hard to read. would attach a pic if I could but it went from perfect to nearly impossible to shop from without opening literally 70% of the listing just to get the price. I have tried searching for three different types of items same result. Bad UI update. uninstalling.",1,Negative
Amazon,"The app nowadays is so bloated with its AI that I can barely load a page on my data plan and it drains my battery way too quickly, there is no reason for my phone to instantly heat up just by starting up the app. It used to be good if I needed something on the go but for said reasons it's harder to justify whether I'm just window shopping or really need something quick.",1,Negative
Amazon,"newest update Sucks. as soon as I tap the search bar to look something up it opens my keyboard and then immediately closes it again. Then, when it does let me search it jumps to the middle of the results list and doesn't properly display any of the listings. They all just say ""show options"", but if one item has multiple colors available it makes it impossible to look at the different color options.",1,Negative
Amazon,"It's difficult to figure out where to unlock your lockers, There's so many sponsored items that have nothing to do with what you're trying to find, you're having to jump through more hoops in order to return purchases, the AI you're forced to use for unnecessarily is slow, and I tried to purchase after I canceled my Prime membership but before it expired and it is just giving an error that's something wrong on their end but not what the issue is which is highly suspicious.",1,Negative
Amazon,The changes Amazon has made was just for them to be lazy. You no longer get shipping info at checkout for more than 50% of the items on here. Now you have to wait 2+ weeks to report something as not delivered to get a refund. The app is no longer user friendly and rather is designed to fail the users in everyway they could think.,1,Negative
Amazon,Prime isn't worth it anymore for quick delivery. Supposed to have items delivered today 3/8 (ordered 3/6). I chose to have the items delivered at the same time to help the drivers out but now being told it will take another 4 days to get my items since they are delayed in Transit. they are being delivered by Amazon. seems this is happening more and more.,1,Negative
Amazon,"Not available on tablet??? I used this on my tablet for nearly a year, never used the phone because it's just too small and takes longer. Then had technical issues and had to uninstall and reinstall some apps, and to my shock, Amazon Shopping was no longer supported on my Samsung A9+ tablet running Android 16. Well, that's just wrong. Wallmart+ app still works, so... This just might cause me to rethink keeping Prime when my membership is up for renewal.",1,Negative
Amazon,"here recently, almost ALL AMAZON CUSTOMERS are experiencing a very common and unnecessary issue, I'm sure we're all familiar with the recently added problem of reviewing your payment method!!!!!! we follow the instructions we double-checked the information we double-checked the funds we even remove the card and re-enter it just to still get the same error message of payment method needs revision, yet, my card was charged, but Amazon has no records, SCAMMER ALERT",1,Negative
Amazon,"PLEASE FIX how orders are displayed! They USED to be in order of when they'll be delivered, with delivered/closed orders at the bottom. It was well organized. It was THE reason I preferred the Android app over iOS. Now it's as bad as iOS, with orders of all statuses mixed up. I have to scroll through old ones to find things still on their way. The sorting options don't help with this—please add this option to sort by delivery date! TOO EASY TO MISS MISSING ORDERS! Is this what you're going for?",1,Negative
Amazon,Every time I try to pick up my order from a pickup location (that requires Bluetooth to access) the app won't load. I've tried for several days and now my order is being taken back and refunded a second time. The AI assistant is no help and there's no way to request an extension. The unreliability of the app is enough for me to quit using Amazon altogether.,1,Negative
Amazon,"Amazon has become so terrible. the shipping times are lied about. it will say expected delivery by 2 days out than it updates to almost a month away. this has happened on many items the last couple months. Customer service is useless, they say they will help and promise it has been resolved but its not at all. I am waiting for 3 more things to arrive than I will canceling and deleting my account and canceling my credit card with them. DO BETTER AMAZON!",1,Negative
Amazon,"What's with no longer seeing the map when tracking an order? Now I have to load the full desktop site?? Ridiculous. I've worked Amazon delivery before too, so from experience I know there's no reason Amazon can't put money towards keeping it's mobile access decent because that revenue definitely isn't going towards it's employees. Also got triple charged like last time when I cancelled again for unauthorized charges, but despite shopping elsewhere for 5 months it's somehow STILL an issue here.",1,Negative
Amazon,I am writing a one-star review until Amazon fixes this horrible UI update. What the heck were they thinking? You literally have to click on every single item to see a price now. there's zero information about any item unless you click on it. Why would I want to shop on an app that forces me to click on every single item to get more information. Absolutely psychotic.,1,Negative
Amazon,"edit: 3/5/26 the most recent update ruined the app. everything i click on anymore says there is a problem on Amazon's end and to return home. shopping for clothes as become more painful than ever before. im probably gonna have to cancel my prime. not sure whats going on, but now ANYTHING I type into the search bar it says ""No Results For Your Search Inquiry"" delivery times are inconsistent. Packages are being lost. why am I paying for prime if I'm not getting my stuff quickly?",1,Negative
Amazon,"App getting more & more annoying/thirsty with notifications. Killed tablet version. Amazon service getting less & less reliable and harder and harder to get anyone's help when they screw up, which they do now with alarming regularity. They regularly bait you with impressive delivery dates ""delivery later today/tomorrow"" then ""sorry, delivery is late, due first thing tomorrow"" then ""delivery date currently unavailable, you can cancel if you want."" Now that they've run good stores out of the biz..",1,Negative
Amazon,"Give an honest, negitive review, and Amazon takes away your right to review, and will not allow you to plead your case. They always have to be right. And my saved/shopping/wish lists keep being deleted. Amazon says they will restore the lists in 24 hours, but they never do. They really do not care about anyone but Amazon.",1,Negative
Amazon,"No matter what I search for, I get the same 6 items over and over when I know there could be hundreds of results. Do not give me the 5 or 6 choices that either you think I will like or you are trying to make me like. When I search for something, I want ALL the options. It's extremely frustrating and rather creepy. Please change this immediately.",1,Negative
Amazon,"Price increases, having to pay to avoid ads on prime video (even though I pay for prime already), late packages, packages that never ship or perpetually keep having the date moved, prosper, purposely making it difficult to chat with customer service, and customer service that just doesn't care. Items from my wife's profile are now showing up in my cart WTH! We just auto renewed, but will not be renewing in the future. Walmart will get our business moving forward.",1,Negative
Amazon,"I have been a member of and shopping on Amazon every since Amazon started up. Now the shopping app is no longer available for my device. It is a new tablet, I've got a tablet that is almost 10 yrs old (with busted screen) and it's available for that tablet but not my new one. It would really be nice if Amazon would comment on some of the incompatible devices ratings.",1,Negative
Amazon,"Amazon has THE WORST customer service. They have ""controlled dialogue options"" that you have to navigate through vs letting us tell you what the issue is and then acting, according to said issue. Can barely get to an actual person and they are ok with this because WE as consumers just keep using it cause we are stuck in the comfort. My issue is being forced to pay for ""Fast"" shipping after they just returned my package due to ""Undeliverable"" even though my address is perfectly deliverable.",1,Negative
Amazon,"secret swindlers they are. I signed up for Amazon prime in order to use their streaming service. and a few months later all of sudden I got extra charges for subscriptions I didnt even know were added. subscriptions for certain film collections and documentaries they have in their streaming catalog. its happened for the 3rd time within less than a year. unless I missed something when signing up , this is pretty slimy behavior.",1,Negative
Amazon,"I mean this so sincerely, Amazon's app is the worst app I have ever used in my life. Not only is it extremely laggy, crowded, and confusing, but their menus feel like they were specifically designed to make you run in circles. Especially their customer service menu, where pressing for more help will take you back to the main customer service page. I want to pull my hair out every time I try to use it. I don't have enough characters to describe how terrible this app is.",1,Negative
Amazon,"I created an account, subbed to prime and was about to place an order before being kicked out for ""suspicious activity"". The name on my card is the same as on my account so how it was suspicious baffles me. I then proceeded to submit a picture of the actual physical debit card with my name on it, along with a charge statement from my bank as verification and they proceeded to close my account. I will not be shopping with Amazon in the future.",1,Negative
Amazon,Poor excuse for a company! I'm not a Prime member so I guess they don't value you as a customer. I placed several orders throughout the holiday season yet for one reason or another deliveries always seemed to be delayed for various reasons. Today was the last straw for doing any type of business with them. I placed an order which was delayed twice and once it finally arrived it was poorly packaged in a paper envelope and open. Needless to say half my items were missing with no attempt to fix.,1,Negative
Amazon,"You can never cancel anything. It has not been four hours and you still can not cancel. That's just rediculous. Then you will look at something , and if you want to think about it for a bit and get back on. the price has went up 10 to 15$??? amazon flat out sucks. Then they make almost impossible to subscribe to prime video and if you do manage . canceling is even worse. Shop wal mart or anywhere else , trust me.",1,Negative
Amazon,"Usually I would give the app 5 stars. But, today I'm trying to return 3 orders (5 items, all delivered in the same package) using the app. But the app won't let me pass the ""Whats the reason for return"" section for 2 of the 3 orders, so I cant return 2 orders (3 items). For this I'm giving it 1 star as returning an item is a necessity when needed.",1,Negative
Amazon,many great service but I don't like trick they try at checkout. I got prime but they still want to charge for delivery if I'm not careful. they have an option for paying or free shipping. now I always have to check not to skip that part before I pay. I got prime so I wouldn't have to worry about that. they're trying to get as many suckers who don't look at that.,1,Negative
Amazon,"3-12-26 Another edit. Just noticed that annoying window is back that when you click on a product, a little window pops up and then you have to click on it again to see the darn product. At this point, I think you guys are just screwing with us. An app should be simple and functional, and not have to click 50 million things to be able to get to where you want to go! Lists Is another example of this. I have to click three times in order to see all my lists.",1,Negative
Amazon,this app used to run so smooth and was easy to navigate. But now for some reason it sucks. like I can't add things to a list anymore? I can't even clock in different colors variations without it freezing or reloading the page??? it's useless and makes me wonder whats even the point of a shopping app that really doesn't let me shop.,1,Negative
Amazon,"I have a Samsung Galaxy Tab S10 FE+, which is an up-to-date model. The Amazon shopping app worked fine this morning, but after a factory reset, it won't even let me install the app at all. It just says this app is only compatible with your other devices. How can it work in the morning and not in the evening? I contacted Amazon customer service and they were no help at all.",1,Negative
Amazon,"Since my phone was forced to download the February 2026 update the app is being asking me to sign in every week single time just to give me this error msg: ""The specific device could not be authenticated. Please try again.(..."" now I can't access to my recent orders or manage my account through the app. Their app is an absolute disaster. Full of bugs that they never fix. Their search filter is a joke, search for something specific and you will get a bunch of things except what you need.",1,Negative
Amazon,"The search function is useless and doesn't bring up a single product related to your search, even if it is a name brand product. Amazon can now change your payment method for checkout based on what it ""guesses"" you might want to use instead of your personally selected default payment method. Hopefully you catch it in time... The company in general, not just the app, lie about when items will be delivered. blatantly.",1,Negative
Amazon,"App won't let me add things to my shopping cart. I had to open up a web browser on my computer to actually shop. also, complicating how to add items to my lists has been incredibly frustrating. on top of all that I purchased amazon prime in order to do some of my grocery shopping, i was eventually banned from purchasing milk, but I could still purchase a twelve pack of soda even though that weighs more. there's something wrong with the algorithm here, it's incredibly anti human.",1,Negative
Amazon,"Search results are deliberately bad, to try to force you to look at unrelated items in the hope you will impulse buy...like the supermarket checkout lane strategy. If I wanted to shop like that, I'd be in store. Plus AI! Does not allow me to upload a previously taken photo to my review: wants CAMERA access. Hell no, I don't give every random app camera access, it's a security issue....and you don't NEED it You could just allow me to upload a picture I took a minute ago.",1,Negative
Amazon,"Could you have messed this app up more? Since the last upgrade, I can no longer filter my results by ratings, brands, or features. Now I must use the (very) short list of filters Amazon suggests. The search function was never very good to begin with as results were far from accurate. Now, however, it's completely useless making shopping in the app nearly impossible, so why shop Amazon at all?",1,Negative
Amazon,"I bought a new tablet since my old one stopped charging. I got everything set up but it didn't transfer the Amazon shopping app, so I tried to download it manually. It will not allow me to get the app on my new tablet. Instead I have to shop on an Amazon website that was not built for it. Bad idea Amazon. There are other online shopping apps out there now. Don't give people a reason to check out other sites that will pull business away from your company.",1,Negative
Amazon,"The app works well. It could be easier to find transaction history. Amazon will randomly subscribe you to services you never asked for, so watch your bank account and credit card statements. Do not subscribe to anything except prime. Do not sign up for any trial offers. If you do, you will find it nearly impossible to cancel. If you do manage to cancel, they will continue to bill you anyway. And finally, when you have had enough of this scumbag bs and cancel prime, they sell your phone #.",1,Negative
Amazon,Amazon has become un-human when it comes to customer service. I can't uncheck using my digital Amazon gift card as payment of prime membership. I was saving that for something else. Amazon is about to lose me as a customer since I can't talk to an actual person about this! They don't give out numbers no more to call to resolve things. I hate that you have to choose the very limited options about your complaint.,1,Negative
Amazon,Constant lies about delivery times on sale offer. Packages are sold saying next morning if purchased within X amount of time. It's not true. I have tried to cancel an order that got pushed a week out. Suddenly it got there the next day. Hmmmmm. Only getting worse. Suddenly after leaving the review the delivery time adjusted. This is ridiculous.... Just got pushed back another hour. What is the point of giving a time?,1,Negative
Amazon,"Amazon and the app suck. Amazon just keeps requiring more and more personal info, payment info, and payment steps just to order simple stuff. Yet, somehow allow more and more scam products to infest it's service. Can't ever order what you actually want anymore and can barely, if ever, process the payment if you decide to gamble on your purchase. DO NOT RECOMMEND!!",1,Negative
Amazon,"Amazon used to be a pleasure to shop with. Some genius had the great idea to eliminate a bunch of the filter options, or make them impossible to find, so now you have to shift through a bunch of garbage before you can actually find a product that you want. There used to be a button/switch to only show you products that were, ""Prime"", but now that is nowhere to be found. I have noticed that a lot of the products are junk, as well. I may be cancelling soon. Shopping with vendors is getting easier.",1,Negative
Amazon,"I enjoy viewing products, user reviews and just shopping. for years, this was my go to, very convenient. and then the last 2 updates just made it the worst experience ever. what did you do!? I can't view the products specifications, I can't read the reviews, I can't even choose the color, I can't add the one I want to my cart. fix it! If I can't use the app, I'll be done with the entire Amazon suite. Your organization is way to big to mess up the easiest way to shop.",1,Negative
Amazon,"I used to love amazon, but the shopping experience gets worse and worse. Half the time it can't load my previous orders list. They have a bait and switch thing going on with their prices(sorting by price doesn't work for us non prime members because on some items it only shows the prime price in searches) and they're making it nearly impossible to find items that aren't their top few ""sponsored"" things. Walmart app is looking pretty good right now.",1,Negative
Amazon,"One thing I know for sure is, a LOT of people use the Amazon app on their tablets! It's a lot easier for the older generations to use the app! For it to say, my device isn't compatible with the version is crazy! I can see Amazon losing a lot of customers over this! Not everyone has cell phones they use everyday, all day! I'm sure there is a way for someone to update or do something with the app so we can download it! Why would I give 5 star rating on an app that I can't download!",1,Negative
Amazon,"Amazon just keeps getting worse and worse. both the company and this app. the app now doesn't let you view detailed items or reviews. when you click on an item you can add the item to cart OR see similar items (but only the image and title). its just made shopping in the app extremely unbeatable. terrible shopping experience. the more AI Amazon is pushing, the less and less useful it becomes.",1,Negative
Amazon,"It's okay, but far from being great. They unknowingly cancelled a pre-order without reason and sometimes send me the wrong item. Returns are easy, and they have a large selection of products. Prime however, is pretty costly right now. Edit: I've lowered my rating from 2 stars to 1 star. These mofos don't allow for comprehensive reviews on items that inform potential buyers about said items. this is another very sketchy move by the company.",1,Negative
Amazon,"When I screenshot something in the app, it's for easier comparisons with other items. It's not to share an item. If I wanted to share something, I would click share. I mean, what a novel idea that is. Stupid people with a nanosecond attention span are ruining the world. they would be lost without flashing lights and pop ups, because they would fall asleep, I guess. A lot of stuff on Amazon is Temu resales anyhow...",1,Negative
Amazon,"Deceptive ""add to delivery"" button. It is too easy to accidentally order things while scrolling, and the only notification is a tiny pop-up that is easy to miss. This ""feature"" needs an opt out option, or at least a better verification system (like an actual confirmation button). As is, it seems designed to solicit mistaken, unconfirmed purchases to make more money. There is such a thing as ""too convenient"", and this feature has crossed that line. I accidentally placed 6 orders.",1,Negative
Amazon,"I had nothing bad to say about the app but suddenly it seems as though one cannot access details about the items anymore, including descriptions and detailed ratings. I click an item and it gives the title and a price followed by the ""similar items"" listings. Click the title again and the app reloads the same thing. I got around this for my most recent purchased by going to the website on my laptop. But for me this significantly cuts down on the convenience of the app + Prime subscription.",1,Negative
Amazon,"Always asks if I want to add Fresh items to my cart even though I've never purchased Fresh items on the app. There is no way to shut this off, I've looked through the settings and called customer service. Just because of this, I try to use the app a lot less than I normally would. The moving advertisements are annoying when I'm trying to look at or read things. Every update they come up with makes the app more annoying and harder to use. Less simple is bad, I don't need social media shopping.",1,Negative
Amazon,"The update ruined the general overall user interface. 8 out of 10 times you cannot view product details after searching. Here I am again having the same problem but worse.... if it isn't broken, don't fix it. Majority of us want to see the product reviews and product detail prior to purchasing to ensure we buy the right product. Now you have it where you click the product and can do a ""quick checkout"" but I cant view the full product listing. Horrible. I'm not buying anything based off a picture",1,Negative
Amazon,"My rating is more so just to get attention. I am not displeased with the app as a whole or the overall online shopping experience, my my disappointment comes from a somewhat recent change to how purchasing items work. In the past, if consumers purchased an item off this site, the charge would be instantaneous from the source, or at least within the next business day. Now, charges aren't applied until items ship, which is understandable, but rather annoying, as I can no longer estimate funds well",1,Negative
